comment,equipId,countAt,reset,grouping,shipNames,classNames,shipTypes,subEquipIds,subEquipCategories,subEquipIds2,subEquipCategories2,firepower,bombing,torpedo,antiair,ASW,evasion,LoS,armor,accuracy,range,lastModified,subEquipLevel,subEquipLevel2
艦偵共通,54|151|273,1,,1,,改伊勢型,軽空母|正規空母|装甲空母,,,,,0|0|0|0|1|1|1|1|1|1|2,,0,0,0,0,0|0|1|1|1|1|2|2|2|2|3,0,0,0,2021/08/05
,509,*,,,,睦月型|神風型|松型,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,0|0|0|0|0|0|0|0|0|0|-1,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,,,,,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,,,,0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1,,0|0|2|2|2|2|2|2|2|2|2,,,,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,0|0|0|0|-2|-2|-2|-2|-2|-2|-2,,,,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,0|0|0|0|0|0|-1|-1|-1|-1|-1,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,,,,0|0|0|0|0|0|0|0|-1|-1|-1,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
,509,*,,,時雨改二|由良改二|時雨改三,改陽炎型,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,0|0|0|0|0|0|0|0|0|0|-1,,2026/07/21,,
,509,1,,,朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|Town級|Gotland級|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,水上電探,,,0|0|1|1|1|1|1|1|1|1|1,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,509,1,,,朝日|Киров|Киров改,球磨型|天龍型|長良型|川内型|夕張型|阿賀野型|香取型|大淀型|Town級|Gotland級|L.d.S.D.d.Abruzzi級|Atlanta級|Brooklyn級|De Ruyter級|Perth級|St. Louis級|改装球磨型|改阿賀野型|La Galissonnière級,,,対空電探,,,,,,0|0|2|2|2|2|2|2|2|2|2,,0|0|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,509,1,,,時雨改二,,,,水上電探,,,0|0|1|1|1|1|1|1|1|1|1,,,0|0|1|1|1|1|1|1|1|1|1,,0|0|2|2|2|2|2|2|2|2|2,,,,,2026/07/21,,
,509,1,,,時雨改二,,,,対空電探,,,,,,0|0|4|4|4|4|4|4|4|4|4,,0|0|2|2|2|2|2|2|2|2|2,,,,,2026/07/21,,
,509,1,,,時雨改三,改鵜来型,,,水上電探,,,2,,,2,,3,,,,,2026/07/21,,
,509,1,,,時雨改三,改鵜来型,,,対空電探,,,1,,,5,,3,,,,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,,,,,,,,,1,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,,,,0|0|0|0|0|0|0|2|2|2|2,,,,,,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/21,,
,509,*,,,,改鵜来型,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
TBM-3W ＋ 3S,389,*,,,赤城改二|赤城改二戊,,,,,,,2,,,,,2,,,,,2026/07/21,,
,389,*,,,加賀改二|加賀改二戊,,,,,,,3,,,,,2,,,,,2026/07/21,,
,389,*,,,加賀改二護,,,,,,,4,,,,4,3,,,,,2026/07/21,,
,389,1,,,加賀改二護,,,,回転翼機,,,3,,,,6,,,,,,2026/07/21,,
,389,1,,,加賀改二護,,,326|327,,,,5,,,,4,,,,,,2026/07/21,,
,389,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,2,,,,3,1,,,,,2026/07/21,,
現地改装10cm連装高角砲,398,*,,,丹陽,,,,,,,4,,,4,,2,,,,,2026/07/21,,
,398,*,,,丹陽,,,,,,,0|0|0|0|3|3|3|3|3|3|3,,,,,0|0|0|0|2|2|2|2|2|2|2,,,,,2026/07/21,,
,398,*,,,,改陽炎型,,,,,,3,,,2,,2,,,,,2026/07/21,,
,398,*,,,,改陽炎型,,,,,,0|0|0|0|2|2|2|2|2|2|2,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,2026/07/21,,
,398,1,,,丹陽,改陽炎型,,,水上電探,,,3,,,,,3,,,,,2026/07/21,,
,398,1,,,丹陽,改陽炎型,,,対空電探,,,,,,3,,3,,,,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,,,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/21,,
,398,*,,,丹陽,改陽炎型,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,,,2026/07/21,,
Fulmar(戦闘偵察/熟練),423,*,,,Glorious,Ark Royal級|Illustrious級,,,,,,2,,,2,,2,2,,,,2026/07/21,,
,423,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,2,,,2,,2,2,,,,2026/07/21,,
,423,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,1,,,1,,1,1,,,,2026/07/21,,
,423,*,,,*,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,423,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Illustrious級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
試製 長12.7cm連装砲A型改四,455,*,,,,吹雪型|綾波型|暁型,,,,,,2,,,1,,,,,,,2026/07/21,,
,455,1,,,,吹雪型|綾波型|暁型,,,水上電探,,,3,,1,,,2,,,,,2026/07/21,,
,455,1,,,,吹雪型|綾波型|暁型,,,対空電探,,,,,,4,,,,,,,2026/07/21,,
,455,*,,,,吹雪型,,,,,,1,,,,,,,,,,2026/07/21,,
,455,*,,,浦波|浦波改|浦波改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,455,*,,,浦波改二,,,,,,,1,,1,,1,1,,,,,2026/07/21,,
,455,*,,,磯波改二,,,,,,,1,,,,1,,,,,,2026/07/21,,
,455,1,,,,吹雪型|綾波型|暁型,,13|125|285,,,,1,,3,,,,,,,,2026/07/21,,
,455,1,,,,吹雪型|綾波型|暁型,,13|125|285,,13|125|285,,1,,2,,,,,,,,2026/07/21,,
,455,1,,,,吹雪型|綾波型|暁型,,285,,,,,,1,,,,,,,,2026/07/21,,
,455,*,,,深雪改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,455,2,,,深雪改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,455,3,,,深雪改二,,,,,,,3,,,,,,,,,,2026/07/21,,
SG レーダー(後期型),456,*,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,3,,,,,4,4,,,,2026/07/21,,
,456,1,,,,Lexington級|Iowa級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Northampton級|Atlanta級|Brooklyn級|Colorado級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Salmon級|Gato級|New Orleans級|Nevada級|Independence級|Ranger級,,,,,,,,,,,,,,3,,2026/07/21,,
,456,*,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Perth級|Illustrious級,,,,,,2,,,,,2,2,,,,2026/07/21,,
,456,1,,,Glorious|Glorious改,Queen Elizabeth級|Town級|Ark Royal級|J級|Nelson級|Perth級|Illustrious級,,,,,,,,,,,,,,2,,2026/07/21,,
,456,*,,,,John C.Butler級|Fletcher級,,,,,,1,,,,,,,,,,2026/07/21,,
,456,1,,,,John C.Butler級|Fletcher級,,,,,,,,,,,,,,,1,2026/07/21,,
,456,1,,,丹陽|吹雪改三護(六式),改陽炎型,,,,,,2,,,,,2,3,,2,1,2026/07/21,,
後期型艦首魚雷(4門),457|461,1,,1,,潜高型,,,,,,,,3,,,3,,,,,2026/07/21,,
,457|461,1,,1,,巡潜甲型改二|巡潜丙型,,,,,,,,2,,,2,,,,,2026/07/21,,
,457|461,1,,1,,潜特型(伊400型潜水艦),,,,,,,,1,,,4,,,,,2026/07/21,,
熟練聴音員+後期型艦首魚雷(4門),461,*,,,,潜高型,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,461,*,,,,巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,461,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,461,*,,,,潜高型,,,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,2026/07/21,,
,461,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,2026/07/21,,
,461,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,2026/07/21,,
,461,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
後期型電探&逆探+シュノーケル装備,458,1,,,,潜高型,,,,,,,,3,,,6,,,,,2026/07/21,,
,458,1,,,,巡潜甲型改二|巡潜丙型,,,,,,,,3,,,4,,,,,2026/07/21,,
,458,1,,,,潜特型(伊400型潜水艦),,,,,,,,3,,,3,,,,,2026/07/21,,
,458,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,458,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,2026/07/21,,
,458,*,,,,潜特型(伊400型潜水艦)|巡潜甲型改二|巡潜丙型|潜高型,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,2026/07/21,,
,458,*,,,,巡潜乙型|海大VI型|巡潜乙型改二|巡潜3型|潜特型(伊400型潜水艦)|三式潜航輸送艇|UボートIXC型|呂号潜水艦|巡潜甲型改二|Guglielmo Marconi級|巡潜丙型|潜高型|Salmon級|Gato級|Marcello級|巡潜乙型改一,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,458,*,,,,巡潜乙型|海大VI型|巡潜乙型改二|巡潜3型|潜特型(伊400型潜水艦)|三式潜航輸送艇|UボートIXC型|呂号潜水艦|巡潜甲型改二|Guglielmo Marconi級|巡潜丙型|潜高型|Salmon級|Gato級|Marcello級|巡潜乙型改一,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,2026/07/21,,
,458,*,,,,巡潜乙型|海大VI型|巡潜乙型改二|巡潜3型|潜特型(伊400型潜水艦)|三式潜航輸送艇|UボートIXC型|呂号潜水艦|巡潜甲型改二|Guglielmo Marconi級|巡潜丙型|潜高型|Salmon級|Gato級|Marcello級|巡潜乙型改一,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,458,1,,,,巡潜乙型|海大VI型|巡潜乙型改二|巡潜3型|潜特型(伊400型潜水艦)|三式潜航輸送艇|UボートIXC型|呂号潜水艦|巡潜甲型改二|Guglielmo Marconi級|巡潜丙型|潜高型|Salmon級|Gato級|Marcello級|巡潜乙型改一,,461,,,,,,0|0|7|7|7|7|7|7|7|7|7,,,,,,0|0|5|5|5|5|5|5|5|5|5,,2026/07/21,4,
10cm連装高角砲群 集中配備,464,*,,,,大和型|改大和型,,,,,,,,,3,,2,,,,,2026/07/21,,
,464,1,,,,大和型|改大和型,,142|460,,,,,,,2,,1,,,1,,2026/07/21,,
,464,*,,,,金剛型|Гангут級|改金剛型|Conte di Cavour級,,,,,,,,,-2,,-2,,,,,2026/07/21,,
,464,*,,,武蔵改二|榛名改二乙|榛名改二丙,改大和型,,,,,,,,,2,,2,,,,,2026/07/21,,
,464,1,,,武蔵改二|榛名改二乙|榛名改二丙,改大和型,,460,,,,2,,,2,,2,,,3,,2026/07/21,,
,464,*,,,飛龍改三,,,,,,,,,,3,,3,,,,,2026/07/21,,
,464,1,,,飛龍改三,,,547,,,,2,,,2,,2,,,2,,2026/07/21,,
,464,1,,,飛龍改三,,,548,,,,3,,,4,,4,,,3,,2026/07/21,,
15.2cm三連装砲,247,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,2,,,,,,,,2,,2026/07/21,,
,247,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,247,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,0|0|0|0|0|0|0|0|1|1|1,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
,247,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,247,*,,,,Richelieu級,,245|246|468,,,,2,,,,,2,,,2,,2026/07/21,,
,247,*,,,,Richelieu級,,468,,,,,,,,,1,,,1,,2026/07/21,9,
,247,*,,,,Richelieu級,,468,,,,1,,,,,1,,,1,,2026/07/21,10,
Loire 130M,471,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,2,,,,,2,,,2,,2026/07/21,,
,471,*,,,,Richelieu級,,,,,,2,,,,,,,,1,,2026/07/21,,
,471,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,471,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,0|0|0|0|0|0|0|0|1|1|1,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/21,,
,471,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,471,*,,,,Richelieu級,,468,,,,,,,,,,,,2,,2026/07/21,9,
,471,*,,,,Richelieu級,,468,,,,,,,,,,,,1,,2026/07/21,10,
,471,*,,,,Richelieu級,,468,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,10,
,471,*,,,,Richelieu級,,468,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,10,
,471,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,536|537,,,,,,,,,,,,1,,2026/07/21,1,
,471,*,,,Gloire改,,,536|537,,,,,,,,,1,,,,,2026/07/21,1,
Loire 130M改(熟練),538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,3,,,,,2,,,2,,2026/07/21,,
,538,*,,,,Richelieu級,,,,,,2,,,,,,,,,,2026/07/21,,
,538,*,,,Richelieud Deux,,,,,,,1,,,,,1,,,1,,2026/07/21,,
,538,*,,,,C.Teste級,,,,,,1,,,2,,2,,,1,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/21,,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,538,*,,,,Richelieu級,,468,,,,,,,,,,,,2,,2026/07/21,9,
,538,*,,,,Richelieu級,,468,,,,,,,,,,,,1,,2026/07/21,10,
,538,*,,,,Richelieu級,,468,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,2026/07/21,10,
,538,*,,,,Richelieu級,,468,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/21,10,
,538,*,,,,Richelieu級,,468,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/21,10,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,536|537,,,,,,,,,,,,1,,2026/07/21,1,
,538,*,,,Gloire改,,,536|537,,,,,,,,,1,,,,,2026/07/21,1,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,536|537,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,2026/07/21,1,
,538,*,,,,C.Teste級|Richelieu級|Mogador級|La Galissonnière級,,536|537,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/21,1,
10cm連装高角砲改+増設機銃,275,*,,,飛龍改三,改鳳翔型,,,,,,1,,,3,,2,,,,,2026/07/21,,
,275,1,,,飛龍改三,改鳳翔型,,,対空電探,,,,,,3,,3,,,,,2026/07/21,,
,275,*,,,飛龍改三,改鳳翔型,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,0|0|0|0|0|0|0|1|1|1|1,,,,,2026/07/21,,
,275,*,,,飛龍改三,改鳳翔型,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|0|0|0|0|1,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,275,1,,,飛龍改三,,,547,,,,,,,1,,2,,,1,,2026/07/21,,
,275,1,,,飛龍改三,,,548,,,,1,,,2,,3,,,2,,2026/07/21,,
35.6cm連装砲改三(ダズル迷彩仕様),502,*,,,榛名改二乙,,,,,,,5,,,4,,3,,,,,2026/07/21,,
,502,*,,,榛名改二丙,,,,,,,3,,,3,,3,,,,,2026/07/21,,
,502,*,,,榛名改二,,,,,,,2,,,2,,1,,,,,2026/07/21,,
,502,*,,,金剛改二丙,,,,,,,2,,,1,,1,,,,,2026/07/21,,
,502,*,,,金剛改二,,,,,,,2,,,1,,,,,,,2026/07/21,,
,502,*,,,比叡改二丙|霧島改二丙,,,,,,,1,,,1,,,,,,,2026/07/21,,
,502,*,,,比叡改二|霧島改二,,,,,,,1,,,,,,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,0|0|0|1|1|1|1|1|1|1|1,,,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,,,,,,2026/07/21,,
,502,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,2026/07/21,,
,502,*,,,榛名改二,,,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,2026/07/21,,
,502,*,,,榛名改二|金剛改二丙,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,2026/07/21,,
,502,*,,,榛名改二|金剛改二丙,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,502,*,,,榛名改二|金剛改二丙,,,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,2026/07/21,,
,502,*,,,榛名改二|金剛改二丙,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,2026/07/21,,
,502,*,,,金剛改二|比叡改二|霧島改二|比叡改二丙|霧島改二丙,,,,,,,,,,,,0|0|0|0|0|1|1|1|1|1|1,,,,,2026/07/21,,
,502,*,,,金剛改二|比叡改二|霧島改二|比叡改二丙|霧島改二丙,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,502,*,,,金剛改二|比叡改二|霧島改二|比叡改二丙|霧島改二丙,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,2026/07/21,,
,502,1,,,榛名改二乙,,,,水上電探,,,3,,,,,4,,,,,2026/07/21,,
,502,1,,,金剛改二|榛名改二|金剛改二丙|榛名改二丙,,,,水上電探,,,2,,,,,2,,,,,2026/07/21,,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,410,,,,,,,1,,,,,,,2026/07/21,,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,410,,,,1,,,,,,,,,,2026/07/21,7,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,410,,,,,,,,,1,,,,,2026/07/21,10,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,,,,2,,,,,,,2026/07/21,,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,1,,,,,,,,,,2026/07/21,2,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,,,,,,1,,,,,2026/07/21,4,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,,,,,,,,,1,,2026/07/21,6,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,,,,1,,,,,,,2026/07/21,8,
,502,1,,,榛名改二|榛名改二乙|榛名改二丙,,,411,,,,1,,,,,,,,,,2026/07/21,10,
35.6cm連装砲改四,503,*,,,榛名改二乙,,,,,,,4,,,4,,,,,2,,2026/07/21,,
,503,*,,,榛名改二丙,,,,,,,4,,,3,,,,,2,,2026/07/21,,
,503,*,,,榛名改二,,,,,,,2,,,2,,,,,1,,2026/07/21,,
,503,*,,,金剛改二丙|比叡改二丙,,,,,,,3,,,1,,,,,1,,2026/07/21,,
,503,*,,,金剛改二,,,,,,,2,,,1,,,,,,,2026/07/21,,
,503,*,,,比叡改二|霧島改二,,,,,,,2,,,,,,,,,,2026/07/21,,
,503,*,,,霧島改二丙,,,,,,,4,,,1,,,,,1,,2026/07/21,,
,503,*,,,榛名改二乙|霧島改二丙|榛名改二丙,,,,,,,0|1|1|1|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,503,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,,,2026/07/21,,
,503,*,,,榛名改二乙|榛名改二丙,,,,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,503,*,,,榛名改二乙|霧島改二丙|榛名改二丙,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,503,*,,,榛名改二乙|霧島改二丙|榛名改二丙,,,,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,2026/07/21,,
,503,*,,,榛名改二乙|霧島改二丙|榛名改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,503,*,,,榛名改二|金剛改二丙|比叡改二丙|霧島改二丙,,,,,,,0|0|1|1|1|1|1|1|1|1|1,,,,,,,,,,2026/07/21,,
,503,*,,,榛名改二|金剛改二丙|比叡改二丙,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,,,,,,2026/07/21,,
,503,*,,,榛名改二|金剛改二丙|比叡改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|1|1|1|1|1,,2026/07/21,,
,503,*,,,榛名改二|金剛改二丙|比叡改二丙,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,,,,,,,,2026/07/21,,
,503,*,,,榛名改二|金剛改二丙|比叡改二丙,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/21,,
,503,*,,,金剛改二|比叡改二|霧島改二|霧島改二丙,,,,,,,,,,,,,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/21,,
,503,*,,,金剛改二|比叡改二|霧島改二,,,,,,,0|0|0|0|0|0|0|1|1|1|1,,,,,,,,,,2026/07/21,,
,503,*,,,金剛改二|比叡改二|霧島改二,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,,2026/07/21,,
,503,1,,,榛名改二丙,,,,水上電探,,,3,,,,,2,,,3,,2026/07/21,,
,503,1,,,榛名改二|金剛改二丙|比叡改二丙|榛名改二乙|霧島改二丙,,,,水上電探,,,2,,,,,1,,,2,,2026/07/21,,
,503,1,,,,改金剛型,,174,,,,,,4,,,,,,,,2026/07/21,,
